StudentID,PreviousGPA,AssignmentsCompleted,Attendance,SleepHours,Age,StudyHours,InternetHours,Scholarship_No,Scholarship_Sí,Program_Administración,Program_Contador Auditor,Program_Ingeniería Civil,Program_Ingeniería Industrial,Program_Ingeniería Informática,FinalGrade
STU-11452,1.7896635564075856,0.7519516226679265,0.08523175462459366,0.2330817100527334,2.0,0.037721021611002006,-0.5641911341393206,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4
STU-11970,0.4007524949481956,-0.3868376695960701,-0.2926681958256537,1.0106087101378292,0.2,-0.581532416502947,-0.43983880253310303,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.65
STU-14680,-1.7242814290846713,0.1419629102817223,-0.653838200552843,1.1333761312038972,-1.0,-0.19017681728880145,-0.75993091537133,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.24
STU-10534,1.317433795511393,0.9818649182669658,-0.0102273474422655,-0.8881940690173519,0.2,0.06286836935167,-0.9948186528497411,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.69
STU-13246,0.6090891541671046,-1.446594266497896,-0.15390805776970254,0.5850149837754607,-0.8,-1.1300589390962672,-0.1174438687392055,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.66
STU-14867,-0.5853743586879712,0.0,-0.8398358324150726,0.2740041837414225,-0.6,-0.7292730844793713,0.18192285549798506,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.73
STU-10827,0.49797626925035327,-2.3137984783355257,0.34208562719624586,-1.1746513848381763,-1.0,-0.6915520628683693,0.3385146804835924,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.07
STU-13858,-0.43259414192743784,1.0623345717266302,0.0645653510843464,-0.9536700269192547,0.0,0.15402750491159145,-0.013816925734024092,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
STU-13380,0.06741384019794172,0.0,0.9797917935810381,0.9451327522359263,0.2,1.8027504911591359,-0.05526770293609678,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.43
STU-11960,-0.9881585665111943,-0.9702426571786349,-0.2572400754709431,0.38858711006975283,-0.2,-0.7858546168958744,1.9481865284974098,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.45
STU-11783,0.6229782647816982,0.26338586951996523,0.16002445315120556,0.2658196890036848,0.2,-0.2326129666011789,0.4191134139320669,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.13
STU-10480,0.09519206142713017,0.22818039613136257,-0.29463642473424834,-1.0027769953456815,-0.2,-0.9933202357563852,-0.47207829591249284,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.45
STU-12253,0.8590931452297944,0.36109902014955725,0.9817600224896328,0.3067421626923739,1.4,0.4982318271119844,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.82
STU-14676,-0.6131525799171597,1.0623345717266302,-0.1991773226673892,0.3967716048074905,0.0,0.5532416502946955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.62
STU-13732,-0.015920823489621122,1.0623345717266302,1.5043247977216152,-1.747566016479826,1.8,1.9866404715127703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.08
STU-13786,1.7896635564075856,0.0,0.631415276759716,-1.2728653216910306,0.2,0.11944990176817287,0.33160621761658043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.02
STU-13159,-1.1826061151155085,-3.101969994810985,-2.2116913817058137,-1.4856621848722145,1.8,-1.0844793713163066,0.03454231433506054,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.4
STU-12147,1.3729902379697687,-0.8136142245517882,-0.9746595126538331,-0.3070949426379647,1.6,-0.31277013752455807,0.320092112838227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.39
STU-14408,-0.4742614737712199,0.2684152228611948,-1.896774756330608,-0.8145336163777114,0.4,-0.2530451866404715,-0.06447898675877957,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.22
STU-13714,1.7896635564075856,0.19225644369401254,0.9089355528716169,0.7978118469566453,0.4,0.10687622789783888,0.9487622337363272,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.48
STU-10671,-0.5298179162295955,-0.7791272302119319,-1.144911313247304,1.7226597523210212,1.2,-0.744990176817289,0.7046632124352332,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.03
STU-14252,-2.668740950877056,-0.8782773389390187,-1.267925620034494,-0.06156010050582939,0.8,-0.7937131630648331,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.47
STU-13422,-0.3770376994690622,1.0623345717266302,1.3985107533152335e-15,-0.31527943737570235,0.0,0.8094302554027507,-0.2579159470351181,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.31
STU-14059,-0.349259478239875,0.4588121707791493,-1.210846981685238,-0.6344747321474782,-0.4,-0.7465618860510806,-0.8382268278641336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.32
STU-11303,0.5813109329379161,-0.010354648052642138,0.17281794105707285,0.32311115216785,0.2,0.42436149312377236,-0.13586643638457108,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.18
STU-13772,0.5813109329379161,-0.1059123615359931,0.826269938710625,1.5917078365172157,0.2,0.0,1.6810592976396088,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.1
STU-14298,0.6507564860108854,0.9258235524646997,-1.3997969569103617,1.2806970364831782,-1.0,-0.3174852652259332,0.4674726540011515,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.08
STU-14978,0.6507564860108854,-0.26900710560156194,1.3985107533152335e-15,-1.1009909321985358,0.0,0.23575638506876231,1.91594703511802,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.49
STU-14188,-0.2242574827085301,1.0623345717266302,0.9797917935810381,-1.5511381427741173,-0.8,1.2762278978389,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.84
STU-11599,0.5118653798649468,0.17716838367032597,1.003410540484178,-0.1843275215718967,0.0,-0.35992141453831034,-0.5549798503166379,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.04
STU-13124,1.7896635564075856,1.0623345717266302,1.5043247977216152,-1.6575365743647092,0.0,-0.06915520628683687,-0.7253886010362696,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.13
STU-12595,-0.8076001285214738,1.0623345717266302,-0.41568250261284345,0.06120732056023862,1.0,0.8220039292730844,0.12204951065054699,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.92
STU-13440,0.3729742737190084,-2.531497630105867,0.12164398943360229,1.1333761312038972,-0.2,-0.19017681728880145,-0.8082901554404146,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.18
STU-10365,-1.7381705396992648,-1.8582827614299269,-0.9313584766647426,-2.0913147954648155,0.2,-0.5846758349705307,1.2297063903281524,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.73
STU-11223,0.8313149240006059,-0.2668516684553208,-1.5060813179744936,1.5671543523040026,-1.0,-0.9225933202357566,-0.8198042602187681,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.88
STU-13949,-1.9187289776889853,1.0623345717266302,1.3985107533152335e-15,0.3149266574301116,1.4,0.6129666011787821,0.17040875071963163,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
STU-11848,1.2479882424384239,-0.6361498995112792,1.3232477381308714,-0.3807553952776052,-0.6,-0.02200392927308457,-0.3131836499712147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.33
STU-10277,0.20630494634388147,-0.2618223151140923,-0.5819978453891238,1.0842691627774697,-0.6,0.2090373280943026,0.19573978123200936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.73
STU-13838,0.05352472958334813,0.0,-1.6960154076539138,1.5671543523040026,-1.0,-0.19803536345776032,-0.5043177892918826,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
STU-10103,-1.252051668188479,0.26554130666620634,0.04586717645269377,0.7732583627434315,0.8,-0.98860510805501,1.535981577432355,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9
STU-13831,-1.9881745307619547,-0.9012686684989222,-2.944856650157465,-0.6262902374097405,1.4,-0.8000000000000002,0.7829591249280369,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.94
STU-14952,-0.09925548717718521,1.0623345717266302,-0.1293051964122646,0.5850149837754607,0.0,0.7229862475442044,0.08520437535981581,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5
STU-10733,-0.029809934104214727,0.34170008583338857,-0.31530282827449563,-0.5935522584587891,-1.0,-0.031434184675834864,1.146804835924007,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.55
STU-14796,0.6090891541671046,-0.9034241056451633,-1.0848803315351556,-1.3137877953797197,1.4,-0.4180746561886052,1.7593552101324124,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.03
STU-13845,-1.2937190000322598,-1.2540418814336993,-0.10568644950912466,-1.1910203743136523,1.4,-1.2227897838899804,0.1934369602763385,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7
STU-13727,1.567437786574083,1.0623345717266302,0.43951295817170105,0.012100352133811124,-0.8,0.3049115913555992,0.11514104778353484,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.02
STU-11785,-0.26592481455231215,0.9516887982195916,0.4001483799997998,-1.6247985954137585,0.6,0.5579567779960709,0.16580310880829013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.77
STU-13287,0.3729742737190084,0.6987841730606478,1.5043247977216152,0.2330817100527334,0.8,0.15717092337917488,-0.07829591249280367,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.94
STU-10106,1.7896635564075856,1.0623345717266302,0.4857663375236843,0.020284846871549526,0.0,1.0671905697445976,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.86
STU-11209,0.3729742737190084,0.0,-1.3486230052868897,-1.518400163823166,-0.4,-1.0923379174852654,-0.508923431203224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8
STU-14090,0.2757504994168507,-0.22158748838426015,0.22792835049773408,0.012100352133811124,-0.4,-0.8990176817288803,-0.7161773172135867,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.24
STU-13100,-2.377069627970584,0.6420243282096353,1.124456618362773,-1.7721195006930395,0.4,0.619253438113949,-0.5549798503166379,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.34
STU-13087,0.386863384333602,0.6441797653558764,1.3985107533152335e-15,1.3952799628115085,-0.8,1.001178781925344,0.2256764536557284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.12
STU-13134,0.7340911496984495,1.0623345717266302,0.6619228248429393,0.42950958375844195,2.4,0.6994106090373283,0.6332757628094419,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.74
STU-13768,0.45630893740657125,1.0623345717266302,-0.9234855610303626,1.4853094049266244,1.0,0.6946954813359529,-0.5780080598733449,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.42
STU-12786,1.7896635564075856,1.0623345717266302,1.4610237617325246,-1.3628947638061473,-0.6,0.9335952848722987,0.3914795624640185,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.73
STU-10687,-0.029809934104214727,0.4458795479017038,-0.5701884719375532,0.6177529627264121,0.8,0.17445972495088402,0.12895797351755914,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.47
STU-11768,0.33130694187522636,1.0623345717266302,0.5900824696792201,0.6177529627264121,-0.6,0.20117878192534375,0.27633851468048365,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.54
STU-13911,-1.5992794335533265,-2.204589662925981,-1.1262131386156515,0.6914134153660526,1.0,-0.7779960707269157,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.36
STU-10143,0.16463761450009942,-0.25391904557787437,-2.293372881412508,-0.7326886690003325,1.2,0.20275049115913574,-0.3016695451928612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.59
STU-12260,-0.0020317128750275202,1.0623345717266302,1.5043247977216152,1.313435015434129,-1.0,1.4145383104125742,-0.8105929763960853,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.91
STU-13322,-0.2520357039377173,1.0623345717266302,-0.22082784066193448,0.0,0.0,0.5909626719056975,0.18652849740932656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.42
STU-12420,1.2618773530530174,0.05933781967581785,-1.1921488070535855,-1.5429536480363797,0.8,-0.41021611001964636,0.09902130109384011,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.36
STU-13483,1.7063288927200226,1.0623345717266302,1.5043247977216152,-1.051883963772109,0.4,0.4793713163064835,0.8474381116868166,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.55
STU-12902,-0.05758815533340317,-0.11525258916970377,-0.3084140270944136,-0.2825414584247509,-1.0,0.39764243614931233,-0.8151986183074267,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.37
STU-12824,-0.30759214639609295,-0.6641705824124122,-0.7305991279880482,-1.3137877953797197,1.0,0.0,0.23719055843408185,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.49
STU-14097,-0.349259478239875,0.3460109601258707,-0.8978985852186266,-1.641167584889234,-0.2,0.03929273084479372,-0.5365572826712723,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.15
STU-13364,0.5257544904795405,-0.86103384176909,0.7898577039016164,-0.3480174163266538,-0.2,-0.2530451866404715,-0.9533678756476685,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.38
STU-11390,0.6229782647816982,-0.9609024295449231,1.3985107533152335e-15,1.100638152252945,0.6,-0.8770137524557958,0.05526770293609678,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.39
STU-12908,-1.3492754424906355,0.15058465886668665,-1.2836714513032539,-0.40530887949081895,1.0,-0.12573673870333973,-0.36154289004029927,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.12
STU-10777,0.2896396100314443,0.18794556940153037,0.6176376743995508,0.003915857396073449,0.4,0.03929273084479372,-0.5273459988485896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5
STU-11025,-1.529833880480356,0.4458795479017038,-0.11159113623490999,-0.9209320479683033,-1.0,-0.3489194499017683,0.6793321819228556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.1
STU-12291,-1.5159447698657622,-1.4178551045480154,-1.0848803315351556,0.5931994785131991,0.2,-0.8864440078585463,-0.08750719631548647,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.17
STU-12739,-1.8492834246160161,0.2037521084739643,-0.7699637061599495,-0.42167786896629433,0.0,0.05500982318271115,0.6217616580310882,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.57
STU-13575,-1.779837871543047,0.0,-0.19327263594160385,1.5917078365172157,0.4,0.1964636542239686,0.47668393782383434,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.84
STU-14958,-1.363164553105229,-0.40695508296098615,1.3985107533152335e-15,-0.6181057426720028,-0.8,-1.7304518664047155,2.3788140472078294,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.01
STU-14915,-0.27981392516690573,0.4336654040730047,-0.6292353391954051,0.6259374574641497,0.2,-0.10058939096267201,0.34772596430627517,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.06
STU-11491,-0.7937110179068801,-2.0989732427601724,-1.8889018406962281,1.2315900680567506,0.2,-0.3724950884086443,0.048359240069084625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.36
STU-10575,-0.05758815533340317,-0.8718110275002955,1.2110586903409544,-1.051883963772109,-0.2,0.669548133595285,1.0500863557858378,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.64
STU-10117,-0.15481192963556084,0.23967606091131435,1.2769943587788883,-0.22524999526058578,0.8,0.22946954813359546,-0.8727691421991941,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.67
STU-10342,-0.5020396950004083,0.44875346409669126,-0.46882468314490866,-0.929116542706041,0.4,-0.4165029469548135,-0.03684513529073118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.65
STU-12909,-0.08536637656259037,-1.0449644782483223,-1.4234157038135016,0.7568893732679555,0.4,-0.2719056974459726,-0.2394933793897525,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.18
STU-11322,0.9285386983027636,0.0,-1.6694443173878812,-1.4201862269703123,1.0,-0.5343811394891946,1.1053540587219346,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.06
STU-11040,1.7896635564075856,1.0623345717266302,0.9817600224896328,-0.6017367531965275,0.8,1.1504911591355598,-0.6793321819228555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.02
STU-13297,1.1368753575216726,-0.16051676924076447,1.0083311127556653,0.41314059428296585,0.2,0.0,1.3033966609096148,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.35
STU-12187,-1.8631725352306099,0.8877441628811086,0.2062778325031888,0.17579024688856823,0.2,-0.1335952848722986,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.12
STU-13466,-1.5159447698657622,-0.9903600705435499,-0.1962249793044965,-1.1173599216740118,1.4,0.0,1.2251007484168106,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.46
STU-11719,0.9285386983027636,0.007607328166032875,0.715065005375006,-1.7803039954307773,-1.0,-0.5422396856581532,-0.21416234887737476,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.81
STU-11863,0.3035287206460379,0.406363200220619,0.02913723072963579,-0.028822121554877973,0.0,-0.17603143418467573,-0.1128382268278642,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.9
STU-12227,-2.293734964283021,-2.012037277861785,-2.333721574038706,1.2806970364831782,-0.2,-1.6487229862475445,-0.19573978123200916,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.45
STU-12566,-0.1270337084063724,-0.3128343275751289,-1.3328771740181298,-0.07792908998130474,1.2,-0.14931237721021604,-0.7553252734599886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.98
STU-11834,-0.015920823489621122,-0.9774274476661045,0.9187766974145916,0.0,0.0,-0.45893909626719065,0.4812895797351756,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.18
STU-13181,-2.071509194449519,-0.6612966662174238,-0.05549661233995073,0.25763519426594716,1.4,-1.3233791748526524,0.38457109959700636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.11
STU-13469,-0.4603723631566263,-1.3244528282109056,-1.0720868436292883,-2.615122458680038,0.6,-0.023575638506876287,-0.7438111686816351,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.35
STU-14339,-1.3076081106468547,-1.51269433898262,-1.3122107704778825,0.5359080153490339,0.2,-0.22946954813359519,-0.49050086355785844,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.31
STU-11142,1.7896635564075856,0.5320970337513441,0.9768394502181454,-0.7326886690003325,0.0,0.7088408644400787,0.478986758779505,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.64
STU-11527,1.7896635564075856,1.0623345717266302,-0.08895650378606668,-0.028822121554877973,1.4,-0.21060903732809433,-0.5618883131836501,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.92
STU-13613,-0.9881585665111943,-0.34444740571999677,-0.020068491985240123,-1.076437447985322,1.4,0.4117878192534383,0.6424870466321244,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.87
STU-10023,1.0952080256778904,1.0623345717266302,0.3411015127419493,0.7896273522189069,-0.2,0.793713163064833,2.80944156591825,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.74
STU-13312,-0.6131525799171597,-1.8590012404786738,-1.6448414560304434,-0.5362607952946247,0.2,-1.2416502946954815,-0.13586643638457108,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.99
STU-12395,0.44241982679197767,0.6061003757722853,0.7101444331035186,0.12668327846214147,0.0,0.8047151277013752,-0.188831318364997,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.09
STU-14866,-0.27981392516690573,1.0623345717266302,-0.35761974980928957,1.46075592071341,-0.2,0.0,-1.2204951065054694,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.94
STU-10697,0.6090891541671046,1.0623345717266302,0.9935693959412034,-0.037006616292615646,1.2,0.636542239685658,0.8405296488198043,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.38
STU-11232,-0.15481192963556084,-1.0499938315895518,-0.37139735216945485,-0.07792908998130474,0.4,-0.17917485265225946,-0.6931491076568798,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.68
STU-12592,1.7896635564075856,1.0623345717266302,1.5043247977216152,-1.8785179322836316,0.2,1.0514734774066798,-0.32700057570523894,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
STU-13056,0.45630893740657125,-1.5421519799812469,-0.022036720893836168,3.269529257753475,0.0,-0.7229862475442044,0.7392055267702937,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.73
STU-12045,0.8313149240006059,-0.1346515234858725,0.3440538561048405,0.8141808364321206,1.4,-1.2998035363457763,-0.05987334484743807,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.74
STU-10837,1.1368753575216726,1.0623345717266302,-0.2434624731107778,-0.298910447900227,0.2,0.6459724950884089,-0.881980426021877,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.31
STU-14906,0.6229782647816982,1.0623345717266302,0.31354630802161865,-0.04519111103035332,0.2,1.6062868369351673,1.1375935521013243,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.14
STU-14424,0.8868713664589816,1.0623345717266302,1.0644256366506246,0.9287637627604509,1.2,0.7607072691552067,0.20955670696603346,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
STU-13601,1.3868793485843625,0.7993712398852282,0.7839530171758324,0.17579024688856823,-1.0,1.0106090373280947,-0.21416234887737476,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.79
STU-10459,-2.015952751991143,-1.6190292381971758,-1.2206881262282128,-0.6508437216229542,0.8,-0.719842829076621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.94
STU-13540,-0.9603803452820071,-0.6713553728998818,-1.0809438737179649,1.0269776996133044,0.0,-0.5343811394891946,1.4645941278065633,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.45
STU-10462,1.7896635564075856,1.0623345717266302,1.3985107533152335e-15,0.1921592363640443,-0.2,0.24047151277013745,0.09441565918249861,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.58
STU-11652,-0.2103683720939365,1.0623345717266302,-0.9372631633905278,0.2821886784791602,1.4,1.0027504911591358,0.32239493379389766,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.99
STU-11791,1.7896635564075856,1.0623345717266302,1.5043247977216152,1.1742986048925854,-0.8,2.3732809430255406,-0.8842832469775476,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0
STU-11892,0.4146416055627892,0.2612304323737242,-0.5436173816715205,0.33948014164332535,0.2,-0.6129666011787821,-0.5204375359815775,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.07
STU-13301,-0.27981392516690573,-0.7273967387021479,-0.41469838815854543,-2.3941411007611157,-0.2,-1.3988212180746564,-0.8082901554404146,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.56
STU-10284,1.2896555742822047,0.10460199974687856,-0.033846094345405434,-0.9209320479683033,-0.2,-0.13516699410609032,-0.052964881980425926,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.66
STU-11707,0.06741384019794172,0.08951393972319098,1.5043247977216152,0.3067421626923739,0.0,0.16345776031434203,0.15198618307426603,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.64
STU-10154,1.0674298044487034,-0.48167690403067365,0.9945535103955,0.3558491311188014,-0.6,-0.5249508840864441,-0.8105929763960853,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.38
STU-14019,0.386863384333602,1.0623345717266302,1.5043247977216152,1.2479590575322261,-0.6,1.2117878192534381,0.9810017271157171,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.83
STU-13882,0.8452040346152008,0.0,-0.8565657781381306,-0.699950690049381,-0.2,-0.6522593320235757,-1.0523891767415086,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.87
STU-14493,0.20630494634388147,-2.960429622207826,-0.2178754972990418,0.6095684679886744,0.8,-0.6821218074656189,2.80944156591825,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.45
STU-13604,0.24797227818766227,1.0623345717266302,0.38145020536814717,-1.8621489428081555,-1.0,1.3941060903732811,-0.46747265400115146,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.45
STU-13351,-0.8492674603652558,-1.7620065688978293,-2.6250194525107715,0.7732583627434315,0.6,-1.7304518664047155,-0.46747265400115146,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.37
STU-11506,0.8452040346152008,-1.876963216697349,-0.093877076057554,-0.15158954262094526,1.2,0.0,-0.36384571099597013,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.23
STU-13738,-0.6270416905317532,1.0623345717266302,1.3311206537652513,0.07757631003571397,0.8,1.1064833005893913,1.6142774899251586,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.06
STU-12152,0.0,1.0623345717266302,1.140202449631533,0.42132508902070354,0.4,0.7921414538310415,0.7000575705238918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4
STU-11126,0.7340911496984495,0.5931677528948387,-0.7650431338884622,0.7814428574811692,0.4,-0.4526522593320235,-0.33621185952792176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.38
STU-13920,1.3035446848967995,1.0623345717266302,1.2445185817870703,-0.20888100578511043,1.8,1.3862475442043223,0.5388601036269433,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.97
STU-10768,1.7896635564075856,1.0623345717266302,0.34602208501343656,0.4049560995452282,0.0,0.2813359528487232,0.7668393782383423,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.34
STU-10061,0.2757504994168507,-1.1074721554893117,-0.6567905439157343,2.8030130577024175,0.4,6.468367800681987,-0.04145077720207248,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.48
STU-10193,0.3729742737190084,1.0623345717266302,0.3519267717392219,-1.305603300641982,-0.2,-0.19174852652259344,0.08750719631548647,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.82
STU-11173,0.4701980480211648,0.3258935467609546,0.9325542997747568,0.43769407849617964,0.2,1.2620825147347743,-0.5342544617156016,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.32
STU-13154,0.3729742737190084,1.0623345717266302,-0.05352838343135608,-2.435063574449805,0.8,-0.5060903732809432,-0.34772596430627517,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.91
STU-10650,0.24797227818766227,1.0623345717266302,0.9512524744064095,-2.3859566060233783,0.2,0.08487229862475458,-0.5503742084052965,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.31
STU-12216,0.09519206142713017,1.0623345717266302,-0.3231757439088756,-1.8785179322836316,-0.4,0.5532416502946955,0.320092112838227,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.36
STU-10674,-1.4603883274073866,-0.46012253256826385,-0.9677707114737512,0.5440925100867715,0.0,-0.6223968565815323,-0.35233160621761667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.38
STU-12235,0.7479802603130431,0.5895753576511039,-1.9961703162146567,1.4280179417624592,-0.4,0.03929273084479372,1.8215313759355216,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.76
STU-10610,1.7896635564075856,0.1182531016730714,0.23186480831492337,-0.24161898473606186,0.6,0.056581532416502864,1.9412780656303974,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.05
